filename,publish_date,abstract
jofi.12877.txt,2020/6/1,"We obtain exact necessary and suffiient conditions for existence and uniqueness of solutions of a class of homothetic recursive utility models postulated by Epstein and Zin. The conditions center on a single test value with a natural economic interpretation. The test sheds light on the relationship between valuation of cash flows, impatience, risk adjustment, and intertemporal substitution of consumption. We propose two methods to compute the test value when an analytical solution is not available. We further provide several applications. "
jofi.12878.txt,2020/6/1,"We examine the relation between insiders¡¯ investment horizon and the information content of their trades with respect to future stock returns. We conjecture that an insider¡®s investment horizon establishes a benchmark for expected patterns of continued trading behavior and thus helps identify unexpected insider trades, which should be more informative in effiient markets. Consistent with this conjecture, the trades of short-horizon insiders are both more unexpected and more informed, on average, than those of long-horizon insiders. Short-horizon insiders and their firms also tend to display characteristics that are associated with a greater focus on short-termism. "
jofi.12879.txt,2020/6/1,"Contrary to conventional wisdom, we document that approximately 15% of venture capitalist (VC)-backed firms raise additional capital from VCs in the five years after going public. We propose two explanations for why firms revert to VC financing post-IPO (initial public offering). First, we hypothesize that VC participation in postIPO financing represents an effiient solution to informational problems that would otherwise constrain firms¡¯ abilities to exploit value-increasing investments. Analyses of firm and VC characteristics, together with the finding that these investments are value-increasing for both VCs and the underlying companies, support this hypothesis. We find no support for the alternative that agency conflicts motivate these investments. "
jofi.12880.txt,2020/6/1,"We evaluate the effect of downside insurance on self-employment. We exploit a largescale reform of French unemployment benefits that insured unemployed workers starting businesses. The reform signifiantly increased firm creation without decreasing the quality of new entrants. Firms started postreform were initially smaller, but their employment growth, productivity, and survival rates are similar to those prereform. New entrepreneurs¡¯ characteristics and expectations are also similar. Finally, jobs created by new entrants crowd out employment in incumbent firms almost onefor-one, but have a higher productivity than incumbents. These results highlight the benefits of encouraging experimentation by lowering barriers to entry. "
jofi.12882.txt,2020/6/1,"We study the consequences of, and potential policy responses to, high-frequency trading (HFT) via the tradeoff between liquidity and information production. Faster speeds facilitate HFT, with consequences for this tradeoff: Information production decreases because informed traders have less time to trade before HFTs react, but liquidity (measured by the bid-ask spread) improves because informational asymmetries decline. HFT also pushes outcomes inside the frontier of this tradeoff. However, outcomes can be restored to the frontier by replacing the limit order book with one of two alternative mechanisms: delaying all orders except cancellations or implementing frequent batch auctions. "
jofi.12883.txt,2020/6/1,"We propose a model selection method to systematically evaluate the contribution to asset pricing of any new factor, above and beyond what a high-dimensional set of existing factors explains. Our methodology accounts for model selection mistakes that produce a bias due to omitted variables, unlike standard approaches that assume perfect variable selection. We apply our procedure to a set of factors recently discovered in the literature. While most of these new factors are shown to be redundant relative to the existing factors, a few have statistically signifiant explanatory power beyond the hundreds of factors proposed in the past. "
jofi.12884.txt,2020/6/1,"This paper documents a previously unrecognized debt-related investment distortion. Using detailed project-level data for 69 firms in the oil and gas industry, we find that highly levered firms pull forward investment, completing projects early at the expense of long-run project returns and project value. This behavior is particularly pronounced prior to debt renegotiations. We test several channels that could explain this behavior and find evidence consistent with equity holders sacrifiing long-run project returns to enhance collateral values and, by extension, mitigate lending frictions at debt renegotiations. "
jofi.12885.txt,2020/6/1,"Using the complete history of regular quarterly and annual filings by U.S. corporations, we show that changes to the language and construction of financial reports have strong implications for firms¡¯ future returns and operations. A portfolio that shorts ¡¯ hangers¡¯ and buys ¡¯ onchangers¡¯ earns up to 188 basis points per month in alpha (over 22% per year) in the future. Moreover, changes to 10-Ks predict future earnings, profitability, future news announcements, and even future firm-level bankruptcies. Unlike typical underreaction patterns, we find no announcement effect, suggesting that investors are inattentive to these simple changes across the universe of public firms. "
jofi.12888.txt,2020/6/1,"We propose a theory of reputation to explain how investors rationally respond to mutual fund star ratings. A fund¡®s performance is determined by its information advantage, which can be acquired but decays stochastically. Investors form beliefs about whether the fund is informed based on its past performance. We refer to such beliefs as fund reputation, which determines fund flows. As performance changes continuously, equilibrium fund reputation may take discrete values only and thus can be labeled with stars. Star upgrades thus imply reputation jumps, leading to discrete increases in flows and expected performance, although stars do not provide new information. "
jofi.12889.txt,2020/6/1,"We study corporate control tracing controlling shareholders for thousands of listed firms from 127 countries over 2004 to 2012. Government and family control is pervasive in civil-law countries. Blocks are commonplace, but less so in common-law countries. These patterns apply to large, medium, and small firms. In contrast, the development-control nexus is heterogeneous; strong for large but absent for small firms. Control correlates strongly with shareholder protection, the stringency of employment contracts and unions power. Conversely, the correlations with creditor rights, legal formalism, and entry regulation appear weak. These patterns support both legal origin and political theories of financial development. "
jofi.12890.txt,2020/6/1,"The majority of security analysts are identified as skilled when the cross-section of analyst performance is modeled as a mixture of multiple skill distributions. Analysts exhibit heterogeneous skill¡¯ ome are high-type, and some are low-type. On average, the recommendation revisions of both types exhibit positive abnormal returns. The heterogeneity stems from differential ability to produce new information; all analysts can profitably process news. Top analysts outperform because more of their recommendations are influential (i.e., associated with statistically signifiant returns) and both their influential and noninfluential recommendations are more informative. A majority of research firms are also identified as skilled. "
jofi.12893.txt,2020/8/1,"Change of management restrictions (CMRs) in loan contracts give lenders explicit ex ante control rights over managerial retention and selection. This paper shows that lenders use CMRs to mitigate risks arising from CEO turnover, especially those related to the loss of human capital and replacement uncertainty, thereby providing evidence that human capital risk affects debt contracting. With a CMR in place, the likelihood of CEO turnover decreases by more than half, and future firm performance improves when retention frictions are important, suggesting that lenders can influence managerial turnover, even outside of default states, and help the borrower retain talent. "
jofi.12894.txt,2020/8/1,"This paper develops a new top-down valuation framework that links the pricing of an option investment to its daily profit and loss attribution. The framework uses the Black-Merton-Scholes option pricing formula to attribute the short-term option investment risk to variation in the underlying security price and the option¡®s implied volatility. Taking risk-neutral expectation and demanding no dynamic arbitrage result in a pricing relation that links an option¡®s fair implied volatility level to the underlying volatility level with corrections for the implied volatility¡®s own expected direction of movement, its variance, and its covariance with the underlying security return. "
jofi.12895.txt,2020/8/1,"We survey a representative sample of U.S. individuals about how well leading academic theories describe their financial beliefs and decisions. We find substantial support for many factors hypothesized to affect portfolio equity share, particularly background risk, investment horizon, rare disasters, transactional factors, and fixed costs of stock market participation. Individuals tend to believe that past mutual fund performance is a good signal of stock-picking skill, actively managed funds do not suffer from diseconomies of scale, value stocks are safer and do not have higher expected returns, and high-momentum stocks are riskier and do have higher expected returns. "
jofi.12896.txt,2020/8/1,"Italian firms delay payment to banks weakened by past loan losses. Exploiting Credit Register data, we fully absorb borrower fundamentals with firm-quarter effects. Identifiation therefore reflects firm choices to delay payment to some banks, depending on their health. This selective delay occurs more where legal enforcement of collateral recovery is slow. Poor enforcement encourages borrowers not to pay when the value of their bank relationship comes into doubt. Selective delays occur even by firms able to pay all lenders. Credit losses in Italy have thus been worsened by the combination of weak banks and weak legal enforcement. "
jofi.12897.txt,2020/8/1,"Using variation in firms¡¯ exposure to their CEOs resulting from hospitalization, we estimate the effect of chief executive offiers (CEOs) on firm policies, holding firm-CEO matches constant. We document three main findings. First, CEOs have a signifiant effect on profitability and investment. Second, CEO effects are larger for younger CEOs, in growing and family-controlled firms, and in human-capital-intensive industries. Third, CEOs are unique: the hospitalization of other senior executives does not have similar effects on the performance. Overall, our findings demonstrate that CEOs are a key driver of firm performance, which suggests that CEO contingency plans are valuable. "
jofi.12898.txt,2020/8/1,"Based on a novel high-frequency data set for a large number of firms, I estimate the time-varying latent continuous and jump factors that explain individual stock returns. The factors are estimated using principal component analysis applied to a local volatility and jump covariance matrix. I find four stable continuous systematic factors, which can be well approximated by a market, oil, finance, and electricity portfolio, while there is only one stable jump market factor. The exposure of stocks to these risk factors and their explained variation is time-varying. The four continuous factors carry an intraday risk premium that reverses overnight. "
jofi.12899.txt,2020/8/1,"We analyze the trading of corporate insiders at leading financial institutions during the 2007 to 2009 financial crisis. We find strong evidence of a relation between political connections and informed trading during the period in which Troubled Asset Relief Program (TARP) funds were disbursed, and that the relation is most pronounced among corporate insiders with recent direct connections. Notably, we find evidence of abnormal trading by politically connected insiders 30 days in advance of TARP infusions, and that these trades anticipate the market reaction to the infusion. Our results suggest that political connections can facilitate opportunistic behavior by corporate insiders. "
jofi.12900.txt,2020/8/1,"In this paper, I estimate the magnitude of an informational friction limiting credit reallocation to firms during the 2007 to 2009 financial crisis. Because lenders rely on private information when deciding which relationship to end, borrowers looking for a new lender are adversely selected. I show how to separately identify private information from information common to all lenders but unobservable to the econometrician by using bank shocks within a discrete choice model of relationships. Quantitatively, these informational frictions appear to be too small to explain the credit crunch in the U.S. syndicated corporate loan market. "
jofi.12901.txt,2020/8/1,"We develop a new approach to modeling dynamics in cash flows extracted from daily firm-level dividend announcements. We decompose daily cash flow news into a persistent component, jumps, and temporary shocks. Empirically, we find that the persistent cash flow component is a highly signifiant predictor of future growth in dividends and consumption. Using a log-linearized present value model, we show that news about the persistent dividend growth component predicts stock returns consistent with asset pricing constraints implied by this model. News about the daily dividend growth process also helps explain concurrent return volatility and the probability of jumps in stock returns. "
jofi.12902.txt,2020/8/1,"I study a contracting innovation that suddenly insulated traders of hedging contracts against counterparty risk: central clearing counterparties (CCPs) for derivatives. The first CCP was created in Le Havre (France) in 1882, in the coffee futures market. Using triple difference-in-differences estimation, I show that central clearing changed the geography of trade flows Europe-wide, to the benefit of Le Havre. Inspecting the mechanism using trader-level data, I find that the CCP solved both a ¡¯ issing market¡¯ problem and adverse selection issues. Central clearing also facilitated entry of new traders in the market. The successful contracting innovation quickly spread to other exchanges. "
jofi.12903.txt,2020/8/1,"This paper investigates whether Tether, a digital currency pegged to the U.S. dollar, influenced Bitcoin and other cryptocurrency prices during the 2017 boom. Using algorithms to analyze blockchain data, we find that purchases with Tether are timed following market downturns and result in sizable increases in Bitcoin prices. The flow is attributable to one entity, clusters below round prices, induces asymmetric autocorrelations in Bitcoin, and suggests insuffiient Tether reserves before month-ends. Rather than demand from cash investors, these patterns are most consistent with the supply-based hypothesis of unbacked digital money inflating cryptocurrency prices. "
jofi.12906.txt,2020/8/1,"I discuss a new intellectual paradigm, social economics and finance¡¯ he study of the social processes that shape economic thinking and behavior. This emerging field recognizes that people observe and talk to each other. A key, underexploited building block of social economics and finance is social transmission bias: systematic directional shift in signals or ideas induced by social transactions. I use five ¡¯ ables¡¯ (models) to illustrate the novelty and scope of the transmission bias approach, and offer several emergent themes. For example, social transmission bias compounds recursively, which can help explain booms, bubbles, return anomalies, and swings in economic sentiment. "
jofi.12908.txt,2020/10/1,"We study the effects of anti-takeover provisions (ATPs) on the takeover probability, the takeover premium, and target selection. Voting to remove an ATP increases both the takeover probability and the takeover premium, that is, there is no evidence of a trade-off between premiums and takeover probabilities. We provide causal estimates based on shareholder proposals to remove ATPs and address the endogenous selection of targets through bounding techniques. The positive premium effect in less protected firms is driven by better bidder-target matching and merger synergies. "
jofi.12909.txt,2020/10/1,"This paper presents direct measures of capital costs, equal to the product of the required rate of return on capital and the value of the capital stock. The capital share, equal to the ratio of capital costs and gross value added, does not offset the decline in the labor share. Instead, a large increase in the share of pure profits offsets declines in the shares of both labor and capital. Industry data show that increases in concentration are associated with declines in the labor share. "
jofi.12910.txt,2020/10/1,"This paper shows that low-risk anomalies in the capital asset pricing model and in traditional factor models arise when investors require compensation for coskewness risk. Empirically, we find that option-implied ex ante skewness is strongly related to ex post residual coskewness, which allows us to construct coskewness factor-mimicking portfolios. Controlling for skewness renders the alphas of bettingagainst-beta and betting-against-volatility insignifiant. We also show that the returns of beta- and volatility-sorted portfolios are driven largely by a single principal component, which in turn is explained largely by skewness. "
jofi.12947.txt,2020/10/1,"We examine the causal effect of limits to arbitrage on 11 well-known asset pricing anomalies using the pilot program of Regulation SHO, which relaxed short-sale constraints for a quasi-random set of pilot stocks, as a natural experiment. We find that the anomalies became weaker on portfolios constructed with pilot stocks during the pilot period. The pilot program reduced the combined anomaly long¡¯ hort portfolio returns by 72 basis points per month, a difference that survives risk adjustment with standard factor models. The effect comes only from the short legs of the anomaly portfolios. "
jofi.12948.txt,2020/10/1,"Premiums on U.S. sovereign credit default swaps (CDS) have risen to persistently elevated levels since the financial crisis. We examine whether these premiums reflect the probability of a fiscal default¡¯  state in which a balanced budget can no longer be restored by raising taxes or eroding the real value of debt by increasing inflation. We develop an equilibrium macrofinance model in which the fiscal and monetary policy stances jointly endogenously determine nominal debt, taxes, inflation, and growth. We show that the CDS premiums reflect the endogenous risk-adjusted probabilities of fiscal default. The calibrated model is consistent with elevated levels of CDS premiums but leaves dynamic implications quantitatively unresolved. "
jofi.12949.txt,2020/10/1,"Banks¡¯ balance sheet exposure to fluctuations in interest rates strongly forecasts excess Treasury bond returns. This result is consistent with optimal risk management, a banking counterpart to the household Euler equation. In equilibrium, the bond risk premium compensates banks for bearing fluctuations in interest rates. When banks¡¯ exposure to interest rate risk increases, the price of this risk simultaneously rises. We present a collection of empirical observations that support this view, but also discuss several challenges to this interpretation. "
jofi.12950.txt,2020/10/1,I demonstrate that skill and scale are mismatched among actively managed equity mutual funds. Many mutual fund investors confuse the effects of fund exposures to common systematic factors with managerial skill when allocating capital among funds. Active mutual funds with positive factor-related past returns thus accumulate assets to the point that they signifiantly underperform. I also show that the negative aggregate benchmark-adjusted performance of active equity mutual funds is driven mainly by these oversized funds. 
jofi.12951.txt,2020/10/1,"Multiple testing plagues many important questions in finance such as fund and factor selection. We propose a new way to calibrate both Type I and Type II errors. Next, using a double-bootstrap method, we establish a t-statistic hurdle that is associated with a specifi false discovery rate (e.g., 5%). We also establish a hurdle that is associated with a certain acceptable ratio of misses to false discoveries (Type II error scaled by Type I error), which effectively allows for differential costs of the two types of mistakes. Evaluating current methods, we find that they lack power to detect outperforming managers. "
jofi.12952.txt,2020/10/1,"We study how employment documentation requirements and out-of-pocket closing costs constrain mortgage refinancing. These frictions, which bind most severely during recessions, may signifiantly inhibit monetary policy pass-through. To study their effects on refinancing, we exploit a Federal Housing Administration policy change that excluded unemployed borrowers from refinancing and increased others¡¯ out-ofpocket costs substantially. These changes dramatically reduced refinancing rates, particularly among the likely unemployed and those facing new out-of-pocket costs. Our results imply that unemployed and liquidity-constrained borrowers have a high latent demand for refinancing. Cyclical variation in these factors may therefore affect both the aggregate and distributional consequences of monetary policy. "
jofi.12953.txt,2020/10/1,"Despite regulatory efforts to promote all-to-all trading, the post¡¯ odd-Frank index credit default swap market remains two-tiered. Transaction costs are higher for dealer-to-client than interdealer trades, but the difference is explained by the higher, largely permanent, price impact of client trades. Most interdealer trades are liquidity motivated and executed via low-cost, low-immediacy trading protocols. Dealer-toclient trades are nonanonymous; they almost always improve upon contemporaneous executable interdealer quotes, and dealers appear to price discriminate based on the perceived price impact of trades. Our results suggest that the market structure is a consequence of the characteristics of client trades: relatively infrequent, large, and differentially informed. "
jofi.12954.txt,2020/10/1,"We study the financial and labor market impacts of bad credit reports. Using difference-in-differences variation from the staggered removal of bankruptcy flags, we show that bankruptcy flag removal leads to economically large increases in credit limits and borrowing. Using administrative tax records linked to personal bankruptcy records, we estimate economically small effects of flag removal on employment and earnings outcomes. We rationalize these contrasting results by showing that, conditional on basic observables, ¡¯ idden¡¯ bankruptcy flags are strongly correlated with adverse credit market outcomes but have no predictive power for measures of job performance. "
jofi.12955.txt,2020/12/1,"We study the impact of Quickpay, a reform that permanently accelerated payments to small business contractors of the U.S. government. We find a strong direct effect of the reform on employment growth at the firm level. However, we document substantial crowding out of nontreated firms¡¯ employment within local labor markets. While the overall net employment effect is positive, it is close to zero in tight labor markets. Our results highlight an important channel for alleviating financing constraints in small firms, but emphasize the general-equilibrium effects of large-scale interventions, which can lead to lower aggregate outcomes depending on labor market conditions. "
jofi.12958.txt,2020/12/1,"Government guarantees generate an implicit subsidy for banks. A capital requirement reduces this subsidy, through a simple liability composition effect. However, the guarantees also make a bank undervalue loans that generates surplus in states of the world in which it defaults. Raising the capital requirement makes the bank safer, which alleviates this problem. We refer to this mechanism, which we argue is empirically relevant, as the forced safety effect. "
jofi.12959.txt,2020/12/1,"When central banks adjust interest rates, the opportunity cost of lending in local currency changes, but¡¯ bsent frictions¡¯ here is no spillover effect to lending in other currencies. However, when equity capital is limited, global banks must benchmark domestic and foreign lending opportunities. We show that, in equilibrium, the marginal return on foreign lending is affected by the interest rate differential, with lower domestic rates leading to an increase in local lending, at the expense of a reduction in foreign lending. We test our prediction in the context of changes in interest rates in six major currency areas. "
